B3LYP6-31Gdp.CIJYIE.log,245.45,220.73,G4.CIJYIE.log,224.09,224.09,3.36
B3LYP6-31Gdp.DUMPEG.log,-258.45,-290.09,G4.DUMPEG.log,-286.7,-286.7,3.39
B3LYP6-31Gdp.ZZZFYW01.log,110.64,81.92,G4.ZZZFYW01.log,78.41,78.41,3.51
B3LYP6-31Gdp.FESNIA01.log,-33.36,-64.31,G4.FESNIA01.log,-60.75,-60.75,3.56
B3LYP6-31Gdp.WUKZIL.log,186.27,186.32,G4.WUKZIL.log,189.99,189.99,3.67
B3LYP6-31Gdp.INEZUY.log,333.16,338.29,G4.INEZUY.log,342.57,342.57,4.28
B3LYP6-31Gdp.LEKHUE.log,29.53,23.48,G4.LEKHUE.log,27.86,27.86,4.38
B3LYP6-31Gdp.CUZMUF.log,144.9,149.02,G4.CUZMUF.log,144.51,144.51,4.51
B3LYP6-31Gdp.ARIFUD.log,-120.3,-149.55,G4.ARIFUD.log,-144.86,-144.86,4.69
B3LYP6-31Gdp.CIWMEA10.log,124.8,91.48,G4.CIWMEA10.log,96.2,96.2,4.72
B3LYP6-31Gdp.WIGTOX.log,-73.47,-97.21,G4.WIGTOX.log,-92.3,-92.3,4.91
B3LYP6-31Gdp.WOVXOU.log,262.56,227.22,G4.WOVXOU.log,232.49,232.49,5.27
B3LYP6-31Gdp.SEGFAL.log,214.98,201.94,G4.SEGFAL.log,207.4,207.4,5.46
B3LYP6-31Gdp.LEHNIW.log,-282.56,-298.04,G4.LEHNIW.log,-292.55,-292.55,5.49
B3LYP6-31Gdp.TEVHEH01.log,135.53,117.04,G4.TEVHEH01.log,122.68,122.68,5.64
B3LYP6-31Gdp.SONDEE01.log,-248.25,-273.77,G4.SONDEE01.log,-279.5,-279.5,5.73
B3LYP6-31Gdp.QAQPIH.log,369.16,281.52,G4.QAQPIH.log,287.36,287.36,5.84
B3LYP6-31Gdp.HEHTUJ.log,121.19,113.38,G4.HEHTUJ.log,119.23,119.23,5.85
B3LYP6-31Gdp.MADKUZ.log,-115.14,-178.96,G4.MADKUZ.log,-173.1,-173.1,5.86
B3LYP6-31Gdp.BUGKIY.log,251.14,238,G4.BUGKIY.log,243.91,243.91,5.91
B3LYP6-31Gdp.MOTJOU.log,-17.22,-29.31,G4.MOTJOU.log,-23.17,-23.17,6.14
B3LYP6-31Gdp.ZEVQUM.log,90.65,78.03,G4.ZEVQUM.log,84.43,84.43,6.4
B3LYP6-31Gdp.SOJGED01.log,4.67,-20.3,G4.SOJGED01.log,-13.87,-13.87,6.43
B3LYP6-31Gdp.KOMHAV.log,123.84,122.74,G4.KOMHAV.log,116.19,116.19,6.55
B3LYP6-31Gdp.CIFROY.log,207,196.7,G4.CIFROY.log,203.54,203.54,6.84
B3LYP6-31Gdp.KASBAH.log,340.43,319.95,G4.KASBAH.log,312.95,312.95,7
B3LYP6-31Gdp.VUBZUN.log,23.78,16.94,G4.VUBZUN.log,24.09,24.09,7.15
B3LYP6-31Gdp.MADKOT.log,-89.05,-143.72,G4.MADKOT.log,-136.54,-136.54,7.18
B3LYP6-31Gdp.HEHVAR.log,119.24,111.27,G4.HEHVAR.log,118.46,118.46,7.19
B3LYP6-31Gdp.LOLFEX.log,-81,-95.4,G4.LOLFEX.log,-102.69,-102.69,7.29
B3LYP6-31Gdp.YUYCOK.log,10.7,-14.74,G4.YUYCOK.log,-7.43,-7.43,7.31
B3LYP6-31Gdp.TENZUJ.log,312.33,327.53,G4.TENZUJ.log,320.19,320.19,7.34
B3LYP6-31Gdp.JIZJIL.log,65.28,58.1,G4.JIZJIL.log,65.57,65.57,7.47
B3LYP6-31Gdp.OXISEV.log,289.22,288.55,G4.OXISEV.log,281,281,7.55
B3LYP6-31Gdp.OJOLAC.log,-258.33,-299.09,G4.OJOLAC.log,-306.65,-306.65,7.56
B3LYP6-31Gdp.KIBSAS01.log,337.48,324.16,G4.KIBSAS01.log,316.34,316.34,7.82
B3LYP6-31Gdp.PIZHAH.log,43.11,29.44,G4.PIZHAH.log,37.28,37.28,7.84
B3LYP6-31Gdp.ZZZQSC01.log,61.83,24.42,G4.ZZZQSC01.log,32.31,32.31,7.89
B3LYP6-31Gdp.DNITPY.log,135.31,113.15,G4.DNITPY.log,121.19,121.19,8.04
B3LYP6-31Gdp.SAWNAH.log,-222.13,-233.26,G4.SAWNAH.log,-241.38,-241.38,8.12
B3LYP6-31Gdp.KAHHUY.log,190.07,171.31,G4.KAHHUY.log,179.66,179.66,8.35
B3LYP6-31Gdp.ISAJER.log,244.5,213.25,G4.ISAJER.log,221.72,221.72,8.47
B3LYP6-31Gdp.FICDOK.log,-33.14,-42.93,G4.FICDOK.log,-34.3,-34.3,8.63
B3LYP6-31Gdp.QUZNUV.log,-104.42,-141.56,G4.QUZNUV.log,-132.92,-132.92,8.64
B3LYP6-31Gdp.KOFKAR.log,56.94,67.37,G4.KOFKAR.log,58.13,58.13,9.24
B3LYP6-31Gdp.GULGAV.log,160.27,152.54,G4.GULGAV.log,143.21,143.21,9.33
B3LYP6-31Gdp.HABMED.log,130.16,114.5,G4.HABMED.log,123.85,123.85,9.35
B3LYP6-31Gdp.ZUGPOJ.log,287.23,229.45,G4.ZUGPOJ.log,238.85,238.85,9.4
B3LYP6-31Gdp.WOBLUU.log,203.55,195.86,G4.WOBLUU.log,186.36,186.36,9.5
B3LYP6-31Gdp.GIZSOX.log,-3.82,-65.49,G4.GIZSOX.log,-55.84,-55.84,9.65
B3LYP6-31Gdp.TENZOD.log,403.89,403.38,G4.TENZOD.log,393.68,393.68,9.7
B3LYP6-31Gdp.HOFDOV01.log,178.2,170.18,G4.HOFDOV01.log,180.14,180.14,9.96
B3LYP6-31Gdp.RAMVUW.log,264.83,274.94,G4.RAMVUW.log,264.92,264.92,10.02
B3LYP6-31Gdp.NIMFOE.log,-270.77,-292.26,G4.NIMFOE.log,-282.16,-282.16,10.1
B3LYP6-31Gdp.KIKNEY.log,206.28,206.06,G4.KIKNEY.log,216.27,216.27,10.21
B3LYP6-31Gdp.RUGJUZ.log,149.46,143.46,G4.RUGJUZ.log,133.21,133.21,10.25
B3LYP6-31Gdp.VAZCAC01.log,340.92,326.92,G4.VAZCAC01.log,337.5,337.5,10.58
B3LYP6-31Gdp.IJIVIG.log,189.96,180.5,G4.IJIVIG.log,191.4,191.4,10.9
B3LYP6-31Gdp.DNBENZ10.log,66.98,35.69,G4.DNBENZ10.log,46.68,46.68,10.99
B3LYP6-31Gdp.XAVMOW.log,-90.26,-133.4,G4.XAVMOW.log,-122.4,-122.4,11
B3LYP6-31Gdp.LORNAI.log,200.07,142.68,G4.LORNAI.log,153.76,153.76,11.08
B3LYP6-31Gdp.DNCOOC.log,297.7,263.1,G4.DNCOOC.log,251.75,251.75,11.35
B3LYP6-31Gdp.NIPHAZ.log,396.17,376.08,G4.NIPHAZ.log,387.6,387.6,11.52
B3LYP6-31Gdp.ZELQOW.log,238.22,244.48,G4.ZELQOW.log,256.1,256.1,11.62
B3LYP6-31Gdp.FESNEW16.log,-67.31,-101.06,G4.FESNEW16.log,-89.23,-89.23,11.83
B3LYP6-31Gdp.NTBZAM01.log,-91.09,-129.07,G4.NTBZAM01.log,-117.01,-117.01,12.06
B3LYP6-31Gdp.SORBUW.log,238.29,189.35,G4.SORBUW.log,201.64,201.64,12.29
B3LYP6-31Gdp.JACYOB.log,-93.73,-131.71,G4.JACYOB.log,-119.27,-119.27,12.44
B3LYP6-31Gdp.KOFKEV.log,41.14,50.82,G4.KOFKEV.log,38.33,38.33,12.49
B3LYP6-31Gdp.LOJKAX.log,209.68,160.16,G4.LOJKAX.log,173.06,173.06,12.9
B3LYP6-31Gdp.MNIMET.log,-90.93,-124.43,G4.MNIMET.log,-111.46,-111.46,12.97
B3LYP6-31Gdp.ZZZGVU01.log,40.37,5.99,G4.ZZZGVU01.log,19.21,19.21,13.22
B3LYP6-31Gdp.MNIANL05.log,75.17,48.03,G4.MNIANL05.log,61.28,61.28,13.25
B3LYP6-31Gdp.ACOWIY.log,103.17,61.48,G4.ACOWIY.log,74.76,74.76,13.28
B3LYP6-31Gdp.TAFTOJ.log,-40.75,-67.28,G4.TAFTOJ.log,-53.94,-53.94,13.34
B3LYP6-31Gdp.NUQJEP.log,109.41,72.95,G4.NUQJEP.log,86.33,86.33,13.38
B3LYP6-31Gdp.UGUHEJ.log,-112.13,-141.45,G4.UGUHEJ.log,-128.06,-128.06,13.39
B3LYP6-31Gdp.ISAYAC02.log,64.07,20.15,G4.ISAYAC02.log,33.59,33.59,13.44
B3LYP6-31Gdp.JERVUY.log,-54.41,-83.13,G4.JERVUY.log,-69.56,-69.56,13.57
B3LYP6-31Gdp.WERVEU02.log,-69.58,-89.54,G4.WERVEU02.log,-75.6,-75.6,13.94
B3LYP6-31Gdp.HNIMOZ.log,36.22,7.64,G4.HNIMOZ.log,21.62,21.62,13.98
B3LYP6-31Gdp.BANFIG.log,17.09,-18.37,G4.BANFIG.log,-4.19,-4.19,14.18
B3LYP6-31Gdp.XEKWIW.log,8.9,-22.25,G4.XEKWIW.log,-8.02,-8.02,14.23
B3LYP6-31Gdp.YEYMAR.log,92.57,47.66,G4.YEYMAR.log,61.97,61.97,14.31
B3LYP6-31Gdp.NITBAL02.log,108.03,71.56,G4.NITBAL02.log,86.02,86.02,14.46
B3LYP6-31Gdp.FUHSEG.log,315.1,267.31,G4.FUHSEG.log,281.83,281.83,14.52
B3LYP6-31Gdp.AFEXEP.log,-143.25,-170.35,G4.AFEXEP.log,-155.8,-155.8,14.55
B3LYP6-31Gdp.BUXJAH.log,432.54,362.65,G4.BUXJAH.log,377.26,377.26,14.61
B3LYP6-31Gdp.ZUGPOG.log,216.39,165.52,G4.ZUGPOG.log,180.44,180.44,14.92
B3LYP6-31Gdp.VUYKUV.log,124.86,113.66,G4.VUYKUV.log,128.65,128.65,14.99
B3LYP6-31Gdp.LOJBAN.log,15.3,-3.75,G4.LOJBAN.log,11.68,11.68,15.43
B3LYP6-31Gdp.GADFID.log,142.41,140.39,G4.GADFID.log,155.89,155.89,15.5
B3LYP6-31Gdp.VOQJER.log,25.19,-9.68,G4.VOQJER.log,5.91,5.91,15.59
B3LYP6-31Gdp.JOLNED.log,281.76,277.64,G4.JOLNED.log,293.25,293.25,15.61
B3LYP6-31Gdp.RIRMAH.log,73.01,41.93,G4.RIRMAH.log,57.55,57.55,15.62
B3LYP6-31Gdp.NIPYAZ.log,252.96,269.43,G4.NIPYAZ.log,253.77,253.77,15.66
B3LYP6-31Gdp.QOYJOD06.log,-9.58,-27.42,G4.QOYJOD06.log,-11.72,-11.72,15.7
B3LYP6-31Gdp.JEJZAA.log,184.51,170.73,G4.JEJZAA.log,186.52,186.52,15.79
B3LYP6-31Gdp.SAQZAK.log,345.95,350.42,G4.SAQZAK.log,334.38,334.38,16.04
B3LYP6-31Gdp.JOWWIB.log,195.07,175.61,G4.JOWWIB.log,191.72,191.72,16.11
B3LYP6-31Gdp.RIYTID.log,194.16,144.37,G4.RIYTID.log,160.53,160.53,16.16
B3LYP6-31Gdp.DNOPHL03.log,-75.93,-122.44,G4.DNOPHL03.log,-106.18,-106.18,16.26
B3LYP6-31Gdp.LOJBER.log,-6.66,-26.46,G4.LOJBER.log,-10.12,-10.12,16.34
B3LYP6-31Gdp.CASBOQ01.log,562.63,570.73,G4.CASBOQ01.log,554.38,554.38,16.35
B3LYP6-31Gdp.KOTSIV.log,-89.23,-118.82,G4.KOTSIV.log,-102.39,-102.39,16.43
B3LYP6-31Gdp.SEGRUR.log,107.04,83.1,G4.SEGRUR.log,99.57,99.57,16.47
B3LYP6-31Gdp.ELOXOS.log,-78.99,-103.59,G4.ELOXOS.log,-87,-87,16.59
B3LYP6-31Gdp.BAZPUO.log,-56.55,-80.16,G4.BAZPUO.log,-63.51,-63.51,16.65
B3LYP6-31Gdp.QIKDET.log,66.8,28.99,G4.QIKDET.log,45.72,45.72,16.73
B3LYP6-31Gdp.TIXQUM.log,40.22,6.7,G4.TIXQUM.log,23.57,23.57,16.87
B3LYP6-31Gdp.FUXNAN.log,62.92,42.9,G4.FUXNAN.log,59.83,59.83,16.93
B3LYP6-31Gdp.TOQMUH01.log,202.58,190.88,G4.TOQMUH01.log,208.16,208.16,17.28
B3LYP6-31Gdp.AFOVUP.log,68.15,47,G4.AFOVUP.log,64.31,64.31,17.31
B3LYP6-31Gdp.DIMNAN03.log,68.15,47,G4.DIMNAN03.log,64.31,64.31,17.31
B3LYP6-31Gdp.ROFGAV.log,207.48,156.74,G4.ROFGAV.log,174.27,174.27,17.53
B3LYP6-31Gdp.NANILI29.log,65.41,38.28,G4.NANILI29.log,55.84,55.84,17.56
B3LYP6-31Gdp.BAZPIC.log,83.14,50.05,G4.BAZPIC.log,67.76,67.76,17.71
B3LYP6-31Gdp.DMNPYO.log,60.9,32,G4.DMNPYO.log,49.72,49.72,17.72
B3LYP6-31Gdp.UFUXOI.log,157.56,144.16,G4.UFUXOI.log,161.93,161.93,17.77
B3LYP6-31Gdp.KAYTUZ.log,82,50.24,G4.KAYTUZ.log,68.04,68.04,17.8
B3LYP6-31Gdp.DIXDUJ.log,-122.6,-149.34,G4.DIXDUJ.log,-131.23,-131.23,18.11
B3LYP6-31Gdp.LAHCEC.log,-279.24,-325.55,G4.LAHCEC.log,-307.15,-307.15,18.4
B3LYP6-31Gdp.ZZZJIQ02.log,53.63,20.11,G4.ZZZJIQ02.log,38.52,38.52,18.41
B3LYP6-31Gdp.TECSEB.log,55.25,27.17,G4.TECSEB.log,45.64,45.64,18.47
B3LYP6-31Gdp.IJIVEC.log,172.18,151.57,G4.IJIVEC.log,170.08,170.08,18.51
B3LYP6-31Gdp.JUMFAA.log,-97.85,-149.78,G4.JUMFAA.log,-130.97,-130.97,18.81
B3LYP6-31Gdp.PESJIH.log,203.18,191.49,G4.PESJIH.log,210.3,210.3,18.81
B3LYP6-31Gdp.JEDSUG.log,-25.82,-8.43,G4.JEDSUG.log,-27.26,-27.26,18.83
B3LYP6-31Gdp.AMNPHA.log,-96.63,-138.99,G4.AMNPHA.log,-119.89,-119.89,19.1
B3LYP6-31Gdp.ACOWOE.log,-47.21,-98.19,G4.ACOWOE.log,-78.82,-78.82,19.37
B3LYP6-31Gdp.KAVFUI01.log,217.04,227.64,G4.KAVFUI01.log,208.1,208.1,19.54
B3LYP6-31Gdp.NMBZAX.log,112.8,81.65,G4.NMBZAX.log,101.21,101.21,19.56
B3LYP6-31Gdp.EKELAH.log,175.41,164.96,G4.EKELAH.log,184.62,184.62,19.66
B3LYP6-31Gdp.VUXLUV.log,-197.42,-250.98,G4.VUXLUV.log,-231.32,-231.32,19.66
B3LYP6-31Gdp.DNPIMZ.log,128.23,131.46,G4.DNPIMZ.log,111.77,111.77,19.69
B3LYP6-31Gdp.ERIWIL.log,-138.52,-172.96,G4.ERIWIL.log,-153.11,-153.11,19.85
B3LYP6-31Gdp.ERUDAX.log,-293.04,-331.43,G4.ERUDAX.log,-311.57,-311.57,19.86
B3LYP6-31Gdp.FEXBUF.log,63.12,39.04,G4.FEXBUF.log,58.92,58.92,19.88
B3LYP6-31Gdp.DNPHOL.log,-94.39,-136.21,G4.DNPHOL.log,-116.17,-116.17,20.04
B3LYP6-31Gdp.KOBXOO.log,-8.33,-27.04,G4.KOBXOO.log,-6.56,-6.56,20.48
B3LYP6-31Gdp.KAJFAD.log,56.54,33.55,G4.KAJFAD.log,54.06,54.06,20.51
B3LYP6-31Gdp.NTPYRO11.log,113.28,89.6,G4.NTPYRO11.log,110.12,110.12,20.52
B3LYP6-31Gdp.OROYUR.log,96.37,41.85,G4.OROYUR.log,62.51,62.51,20.66
B3LYP6-31Gdp.DIDHIJ.log,-174.55,-259.62,G4.DIDHIJ.log,-238.85,-238.85,20.77
B3LYP6-31Gdp.VACRAT.log,137.5,114.66,G4.VACRAT.log,135.6,135.6,20.94
B3LYP6-31Gdp.HABMAZ.log,132.96,108.99,G4.HABMAZ.log,130.05,130.05,21.06
B3LYP6-31Gdp.TECSAX.log,31.99,7.04,G4.TECSAX.log,28.28,28.28,21.24
B3LYP6-31Gdp.EVIXEM.log,-13.99,-39.56,G4.EVIXEM.log,-18.02,-18.02,21.54
B3LYP6-31Gdp.AMNTPY.log,87.32,67.81,G4.AMNTPY.log,89.41,89.41,21.6
B3LYP6-31Gdp.KAXLOK.log,-165.97,-195.18,G4.KAXLOK.log,-173.58,-173.58,21.6
B3LYP6-31Gdp.EWEVIM02.log,-294.13,-347.21,G4.EWEVIM02.log,-325.46,-325.46,21.75
B3LYP6-31Gdp.KEFYOK.log,30.11,-0.83,G4.KEFYOK.log,21.32,21.32,22.15
B3LYP6-31Gdp.PEMCAM06.log,140.43,108.82,G4.PEMCAM06.log,131.41,131.41,22.59
B3LYP6-31Gdp.MNPYDO29.log,84.65,57.71,G4.MNPYDO29.log,80.63,80.63,22.92
B3LYP6-31Gdp.EWUKIQ01.log,161.05,145.11,G4.EWUKIQ01.log,168.09,168.09,22.98
B3LYP6-31Gdp.SAMROP.log,-107.68,-135.57,G4.SAMROP.log,-112.23,-112.23,23.34
B3LYP6-31Gdp.TISJUB.log,-239.65,-288.21,G4.TISJUB.log,-263.78,-263.78,24.43
B3LYP6-31Gdp.YOVJUP.log,65.17,41.05,G4.YOVJUP.log,66.12,66.12,25.07
B3LYP6-31Gdp.TITKUC.log,35.39,15.15,G4.TITKUC.log,40.32,40.32,25.17
B3LYP6-31Gdp.DELPEQ.log,159.69,139.98,G4.DELPEQ.log,165.18,165.18,25.2
B3LYP6-31Gdp.IMIVOP.log,220.11,201.26,G4.IMIVOP.log,226.67,226.67,25.41
B3LYP6-31Gdp.POQFOS.log,-295.41,-338.06,G4.POQFOS.log,-312.65,-312.65,25.41
B3LYP6-31Gdp.JABMAD01.log,641.5,666.14,G4.JABMAD01.log,640.34,640.34,25.8
B3LYP6-31Gdp.KOVHIM.log,5.49,-10.12,G4.KOVHIM.log,15.73,15.73,25.85
B3LYP6-31Gdp.KOVHAE.log,34.88,15.66,G4.KOVHAE.log,42,42,26.34
B3LYP6-31Gdp.CASYIG01.log,-276.02,-339.2,G4.CASYIG01.log,-312.68,-312.68,26.52
B3LYP6-31Gdp.ESIRIJ.log,265.95,217.5,G4.ESIRIJ.log,244.07,244.07,26.57
B3LYP6-31Gdp.HACVAL.log,62.84,-16.45,G4.HACVAL.log,10.15,10.15,26.6
B3LYP6-31Gdp.IVEREH.log,-82.41,-108.59,G4.IVEREH.log,-81.9,-81.9,26.69
B3LYP6-31Gdp.WASRAJ.log,161.52,129.73,G4.WASRAJ.log,156.59,156.59,26.86
B3LYP6-31Gdp.CIWMAW01.log,99.52,80.06,G4.CIWMAW01.log,107.29,107.29,27.23
B3LYP6-31Gdp.TUQHET.log,-310.71,-359.96,G4.TUQHET.log,-332.72,-332.72,27.24
B3LYP6-31Gdp.ZERJIR.log,176.88,145.53,G4.ZERJIR.log,172.93,172.93,27.4
B3LYP6-31Gdp.ONITAN02.log,62.04,29.5,G4.ONITAN02.log,57.06,57.06,27.56
B3LYP6-31Gdp.EWUKAI.log,-126.79,-108.36,G4.EWUKAI.log,-136.01,-136.01,27.65
B3LYP6-31Gdp.WOQXOR.log,-79.54,-131.24,G4.WOQXOR.log,-102.5,-102.5,28.74
B3LYP6-31Gdp.VEGHEU.log,-123.68,-109.53,G4.VEGHEU.log,-138.4,-138.4,28.87
B3LYP6-31Gdp.DATGEL.log,2.59,-38.48,G4.DATGEL.log,-9.03,-9.03,29.45
B3LYP6-31Gdp.MIYDII.log,-292.86,-345.92,G4.MIYDII.log,-316.29,-316.29,29.63
B3LYP6-31Gdp.GARBUY.log,-307.22,-363.59,G4.GARBUY.log,-333.88,-333.88,29.71
B3LYP6-31Gdp.DUJQOP.log,-302.84,-357.79,G4.DUJQOP.log,-327.92,-327.92,29.87
B3LYP6-31Gdp.DAFBOB.log,-2.22,-27.96,G4.DAFBOB.log,2.11,2.11,30.07
B3LYP6-31Gdp.JABLUW01.log,622.75,650.51,G4.JABLUW01.log,620.35,620.35,30.16
B3LYP6-31Gdp.FOHMUK.log,26.77,-18.96,G4.FOHMUK.log,11.66,11.66,30.62
B3LYP6-31Gdp.TEHGUI.log,29.65,-6.26,G4.TEHGUI.log,24.53,24.53,30.79
B3LYP6-31Gdp.NAPHAP.log,562.91,545.3,G4.NAPHAP.log,576.15,576.15,30.85
B3LYP6-31Gdp.YODHUV.log,111.01,89.82,G4.YODHUV.log,121.06,121.06,31.24
B3LYP6-31Gdp.NIVPAJ.log,-96.85,-155.9,G4.NIVPAJ.log,-123.91,-123.91,31.99
B3LYP6-31Gdp.NBARBA.log,-499.29,-542.31,G4.NBARBA.log,-509.18,-509.18,33.13
B3LYP6-31Gdp.BAZPOI.log,60.08,27,G4.BAZPOI.log,60.41,60.41,33.41
B3LYP6-31Gdp.QQQFNG02.log,44.15,0.93,G4.QQQFNG02.log,34.67,34.67,33.74
B3LYP6-31Gdp.QIKDAP.log,55.99,16.93,G4.QIKDAP.log,51.58,51.58,34.65
B3LYP6-31Gdp.BABBUB.log,85.56,61.54,G4.BABBUB.log,96.65,96.65,35.11
B3LYP6-31Gdp.CUZDEG.log,44.43,3.78,G4.CUZDEG.log,39.97,39.97,36.19
B3LYP6-31Gdp.WUMHES.log,-125.16,-219.05,G4.WUMHES.log,-181.31,-181.31,37.74
B3LYP6-31Gdp.TANHAR.log,521.98,424.49,G4.TANHAR.log,465.76,465.76,41.27
B3LYP6-31Gdp.MUTSAW.log,-131.77,-183.64,G4.MUTSAW.log,-142.12,-142.12,41.52
B3LYP6-31Gdp.ZZZLYS01.log,-319.36,-379.2,G4.ZZZLYS01.log,-337.04,-337.04,42.16
B3LYP6-31Gdp.AFAZUD.log,97.06,-44.95,G4.AFAZUD.log,-0.22,-0.22,44.73
B3LYP6-31Gdp.SIYWIH.log,24.83,-22.33,G4.SIYWIH.log,23.43,23.43,45.76
B3LYP6-31Gdp.VIKWAN.log,-207.36,-320.78,G4.VIKWAN.log,-257.47,-257.47,63.31
B3LYP6-31Gdp.JILKEU.log,468.31,311.27,G4.JILKEU.log,374.93,374.93,63.66
B3LYP6-31Gdp.VIKVUG.log,120.75,2.47,G4.VIKVUG.log,71.14,71.14,68.67
B3LYP6-31Gdp.JOHBUD01.log,162.23,57.49,G4.JOHBUD01.log,136.95,136.95,79.46
B3LYP6-31Gdp.CEDZUG.log,616.65,365.52,G4.CEDZUG.log,534.06,534.06,168.54
